EXPOCODE 3250031_1   WHP-ID P31     CRUISE DATES 012594 TO 021994         20020814WHPOSIODM                                                                                                          *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  TCARBN  ALKALI      PH  PHTEMP  CFC-11  CFC-12         QUALT1         QUALT2
                                    DBAR  ITS-90  PSS-78 UMOL/KG   DEG C  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG           DEG C PMOL/KG PMOL/KG                             *
                         *******                 ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* *******         ******* *******                             *
      23       1      24      24  1761.0  2.4091 34.6112   148.7  2.2868 34.6123   145.5  109.94   35.64    0.00    2.50  2289.4    -9.0  7.5577   25.00  -9.000  -9.000 22222222229299 22222222229299
      23       1      23      23  2013.2  2.1009 34.6372   148.7  1.9617 34.6372   147.7  118.84   35.54    0.00    2.51  2300.7  2399.4  7.5702   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      22      22  2265.3  1.9518 34.6513   146.4  1.7933 34.6532   148.7  124.06   35.41    0.00    2.50  2306.2  2408.9  7.5762   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      21      21  2518.4  1.8563 34.6620   149.1  1.6770 34.6610   148.3  128.94   35.51    0.00    2.51  2310.5  2410.3  7.5772   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      20      20  2771.7  1.7493 34.6703   152.3  1.5488 34.6719   151.4  131.82   35.32    0.00    2.49  2311.8  2418.5  7.5837   25.00   0.003  -0.004 22222222222222 22222222222222
      23       1      19      19  3024.8  1.6715 34.6756   154.2  1.4485 34.6768   155.9  132.03   35.09    0.00    2.47  2306.8  2409.5  7.5823   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      18      18  3228.7  1.6073 34.6790   161.6  1.3659 34.6803   161.9  130.17   34.70    0.00    2.44  2303.3  2414.0  7.5850   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      17      17  3430.6  1.5419 34.6829   165.2  1.2817 34.6833   168.1  128.12   34.32    0.00    2.40    -9.0  2402.9  7.5904   25.00  -9.000  -9.000 22222222292299 22222222292299
      23       1      16      16  3634.1  1.4938 34.6865   170.4  1.2140 34.6892   172.1  127.10   34.08    0.00    2.38  2293.6  2403.9  7.5963   25.00  -9.000  -9.000 22232222222299 22232222222299
      23       1      15      15  3836.7  1.4443 34.6901   173.5  1.1445 34.6898   175.9  126.29   33.84    0.00    2.36  2292.6  2397.3  7.5981   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      14      14  4040.6  1.4060 34.6930   178.5  1.0853 34.6955   179.3  125.88   33.61    0.00    2.34  2291.0  2401.3  7.6035   25.00  -9.000  -9.000 22232222222299 22232222222299
      23       1      13      13  4192.6  1.3706 34.6953   182.9  1.0342 34.6975   183.0  124.46   33.37    0.00    2.32  2286.4  2391.3  7.6054   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      12      12  4345.3  1.3394 34.6976   186.2  0.9869 34.6991   186.7  123.24   33.08    0.00    2.31  2282.5  2393.6  7.6052   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      11      11  4473.1  1.3208 34.6991   187.8  0.9544 34.6993   188.9  122.84   32.94    0.00    2.29  2278.7  2386.0  7.6034   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1      10      10  4600.5  1.3072 34.7005   191.8  0.9266 34.7009   191.1  122.23   32.85    0.00    2.29  2277.3  2388.1  7.6080   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1       9       9  4727.7  1.2933 34.7019   194.5  0.8984 34.7025   193.4  121.42   32.62    0.00    2.28  2274.7  2388.3  7.6080   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1       8       8  4853.9  1.2880 34.7026   195.2  0.8784 34.7039   194.9  120.82   32.53    0.00    2.27  2272.5  2384.5  7.6088   25.00  -9.000  -9.000 22222222222299 22222222222299
      23       1       7       7  4984.0  1.2793 34.7035   197.0  0.8543 34.7059   196.4  120.22   32.44    0.00    2.26  2270.2  2389.3  7.6043   25.00   0.002  -0.006 22222222222222 22222222222222
      23       1       6       6  5110.0  1.2841 34.7046   197.8  0.8437 34.7061   197.1  119.61   32.20    0.00    2.26  2269.4  2381.8  7.6090   25.00   0.003  -0.002 22222222222222 22222222222222
      23       1       5       5  5315.8  1.3019 34.7049   198.1  0.8356 34.7055   197.9  119.81   32.31    0.00    2.24  2261.9  2374.9  7.6097   25.00   0.005  -0.004 22222222222222 22222222222222
      23       1       4       4  5519.8  1.3252 34.7051   200.8  0.8324 34.7053   197.8  120.01   32.31    0.00    2.25  2277.2  2389.2  7.6069   25.00   0.009   0.005 22222222222222 22222222222222
      23       1       3       3  5649.0  1.3412 34.7052   194.5  0.8313 34.7048   197.8  119.81   32.27    0.00    2.24  2268.1  2383.5  7.6092   25.00   0.000  -0.005 22322222222222 22322222222222
      23       1       2       2  5776.5  1.3568 34.7045   194.9  0.8298 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00    -9.0    -9.0  7.5998   25.00  -9.000  -9.000 92399999999299 92399999999299
      23       1       1       1  5884.0  1.3702 34.7051   198.2  0.8286 34.7064   197.8  119.61   32.28    0.00    2.24  2267.5  2388.8  7.6110   25.00   0.016   0.001 22222222222232 22222222222232
      24       1      36      36     3.1 29.3889 35.7205   220.2 29.3882 35.7074   193.1    1.67    0.00    0.00    0.19    -9.0    -9.0 -9.0000   -9.00   1.566   0.877 22222222299922 22222222299922
      24       1      35      35    15.9 29.3968 35.7887   220.7 29.3929 35.7880   193.4    1.46    0.00    0.00    0.19    -9.0    -9.0 -9.0000   -9.00   1.585   0.859 22222222299922 22222222299922
      24       1      34      34    56.8 28.9579 35.9189   213.7 28.9442 35.7874   199.2    1.44    0.00    0.00    0.18    -9.0    -9.0 -9.0000   -9.00   1.602   0.869 22242222299922 22242222299922
      24       1      33      33   106.3 26.5759 36.2113   184.0 26.5517 36.2037   199.7    1.23    0.00    0.00    0.21    -9.0    -9.0 -9.0000   -9.00   1.716   0.921 22422222299922 22422222299922
      24       1      32      32   205.0 20.1869 35.8625    -9.0 20.1485 35.8148   168.1    1.95    5.03    0.01    0.60    -9.0    -9.0 -9.0000   -9.00   1.840   0.948 24522222299966 24522222299966
      24       1      31      31   305.4 14.6168 35.0762   148.7 14.5712 35.0741   137.2    7.66   13.67    0.00    1.22    -9.0    -9.0 -9.0000   -9.00   1.227   0.599 22222222299922 22222222299922
      24       1      30      30   405.2  9.9178 34.6585   114.8  9.8707 34.6522   116.9   19.67   25.23    0.00    1.90    -9.0    -9.0 -9.0000   -9.00   0.281   0.148 22222222299922 22222222299922
      24       1      29      29   604.5  6.2414 34.4812   143.0  6.1870 34.4813   145.6   37.24   31.19    0.00    2.18    -9.0    -9.0 -9.0000   -9.00   0.080   0.036 22222222299932 22222222299932
      24       1      28      28   803.8  5.1103 34.4854   133.6  5.0438 34.4866   137.0   55.03   33.99    0.00    2.39    -9.0    -9.0 -9.0000   -9.00   0.022   0.004 22222222299922 22222222299922
      24       1      27      27  1006.0  4.3185 34.5107   125.7  4.2398 34.5119   130.3   71.21   35.63    0.00    2.51    -9.0    -9.0 -9.0000   -9.00   0.010   0.019 22222222299922 22222222299922
      24       1      26      26  1256.7  3.3931 34.5597   123.9  3.3013 34.5596   122.9   93.45   36.98    0.00    2.62    -9.0    -9.0 -9.0000   -9.00   0.005  -0.001 22222222299922 22222222299922
      24       1      25      25  1508.3  2.8411 34.5842   135.1  2.7344 34.5846   137.5  101.47   36.10    0.00    2.54    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1      24      24  1759.0  2.3522 34.6163   148.1  2.2308 34.6172   145.8  110.97   35.61    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1      23      23  2012.7  2.1172 34.6358   149.7  1.9779 34.6368   148.0  117.26   35.52    0.00    2.50    -9.0    -9.0 -9.0000   -9.00   0.014   0.054 22222222299944 22222222299944
      24       1      22      22  2265.0  1.9497 34.6520   150.5  1.7913 34.6539   148.9  123.23   35.48    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1      21      21  2517.8  1.8642 34.6607   149.7  1.6848 34.6617   149.1  128.47   35.59    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1      20      20  2771.6  1.7724 34.6691   153.0  1.5714 34.6703   150.6  132.55   35.60    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1      19      19  3022.2  1.7081 34.6741   155.1  1.4846 34.6748   154.3  133.14   35.26    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.005  -0.009 22222222299922 22222222299922
      24       1      18      18  3225.0  1.6447 34.6777   160.6  1.4027 34.6784   159.3  131.68   34.92    0.00    2.45    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1      17      17  3426.4  1.5823 34.6814   165.8  1.3216 34.6823   164.6  129.60   34.53    0.00    2.43    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1      16      16  3627.6  1.5264 34.6845   169.6  1.2464 34.6864   170.4  127.34   34.15    0.00    2.40    -9.0    -9.0 -9.0000   -9.00   0.003  -0.005 22222222299922 22222222299922
      24       1      15      15  3830.3  1.4738 34.6883   175.8  1.1739 34.6907   174.7  126.91   33.86    0.00    2.37    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22232222299999 22232222299999
      24       1      14      14  3932.3  1.4513 34.6900   175.4  1.1411 34.6966   184.0  124.25   33.13    0.00    2.32    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 32244444499999 32244444499999
      24       1      13      13  4033.8  1.4236 34.6922   180.0  1.1032 34.6930   179.4  125.64   33.48    0.00    2.34    -9.0    -9.0 -9.0000   -9.00   0.000  -0.009 22222222299922 22222222299922
      24       1      12      12  4135.6  1.3975 34.6936   179.3  1.0666 34.6946   180.7  125.62   33.39    0.00    2.33    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1      11      11  4238.3  1.3792 34.6948   182.5  1.0375 34.6957   183.2  124.79   33.25    0.00    2.32    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1      10      10  4339.6  1.3612 34.6966   185.8  1.0087 34.6959   185.3  124.16   33.16    0.00    2.31    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1       9       9  4440.2  1.3322 34.6982   189.1  0.9692 34.6985   188.5  123.94   32.97    0.00    2.30    -9.0    -9.0 -9.0000   -9.00   0.020   0.002 22222222299942 22222222299942
      24       1       8       8  4542.9  1.3265 34.6993   188.9  0.9519 34.6996   189.5  123.92   32.93    0.00    2.29    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1       7       7  4645.8  1.2955 34.7014   191.9  0.9100 34.7020   193.1  122.69   32.64    0.00    2.27    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1       6       6  4747.6  1.2800 34.7026   194.8  0.8831 34.7039   195.0  122.06   32.45    0.00    2.26    -9.0    -9.0 -9.0000   -9.00   0.002  -0.004 22222222299922 22222222299922
      24       1       5       5  4848.3  1.2703 34.7039   195.1  0.8618 34.7039   196.1  121.64   32.31    0.00    2.25    -9.0    -9.0 -9.0000   -9.00   0.027   0.033 22222222299944 22222222299944
      24       1       4       4  4950.7  1.2581 34.7050   196.6  0.8378 34.7053   197.8  120.81   32.27    0.00    2.25    -9.0    -9.0 -9.0000   -9.00   0.008  -0.001 22222222299922 22222222299922
      24       1       3       3  5052.2  1.2578 34.7055   198.6  0.8253 34.7060   198.5  120.39   32.23    0.00    2.25    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      24       1       2       2  5255.3  1.2728 34.7052   198.3  0.8150 34.7062   199.1  120.17   32.14    0.00    2.24    -9.0    -9.0 -9.0000   -9.00   0.009   0.007 22222222299922 22222222299922
      24       1       1       1  5398.3  1.2891 34.7057   198.8  0.8130 34.7066   199.4  120.35   32.15    0.00    2.25    -9.0    -9.0 -9.0000   -9.00   0.007   0.019 22222222299922 22222222299922
      25       1      36      36     2.0 29.7672 35.1119   199.0 29.7667 35.1120   194.5    1.48    0.00    0.00    0.19    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22322222299999 22322222299999
      25       1      35      35    15.4 29.6340 35.1226   189.1 29.6303 35.1226   193.6    1.46    0.00    0.00    0.19    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22322222299999 22322222299999
      25       1      34      34    55.4 28.7065 36.0011   195.3 28.6932 35.9741   203.6    1.25    0.00    0.00    0.21    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      33      33   105.4 27.2349 36.2683   206.5 27.2105 36.2699   198.9    1.22    0.00    0.00    0.25    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      32      32   204.7 21.5082 36.0438   171.1 21.4681 36.0398   165.8    1.57    4.79    0.01    0.58    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      31      31   305.3 14.7601 35.0854   139.8 14.7142 35.0669   134.4    7.47   13.95    0.00    1.23    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      30      30   404.6  9.9479 34.6597   115.6  9.9008 34.6548   116.8   19.85   25.43    0.00    1.90    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      29      29   604.6  6.1525 34.4909   140.0  6.0986 34.4897   138.0   40.02   32.19    0.00    2.23    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      28      28   804.7  5.1779 34.4911   130.5  5.1109 34.4900   132.3   55.03   34.37    0.00    2.40    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      27      27  1005.6  4.2976 34.5118   127.4  4.2191 34.5116   129.9   71.79   35.69    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      26      26  1255.8  3.4535 34.5530   128.2  3.3613 34.5511   129.3   89.66   36.27    0.00    2.55    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      25      25  1507.5  2.8520 34.5841   134.0  2.7453 34.5849   137.3  100.72   35.83    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      24      24  1758.7  2.3759 34.6153   143.3  2.2542 34.6145   144.8  110.99   35.48    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      23      23  2011.8  2.1245 34.6350   149.3  1.9852 34.6344   148.1  117.68   35.38    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      22      22  2263.7  1.9711 34.6499   150.1  1.8125 34.6479   149.3  122.85   35.33    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      21      21  2517.1  1.8502 34.6612   151.1  1.6712 34.6625   149.6  128.70   35.47    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      20      20  2769.0  1.7641 34.6696   152.8  1.5635 34.6697   151.0  131.96   35.37    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      19      19  3021.8  1.6950 34.6749   155.2  1.4719 34.6762   155.0  132.76   35.12    0.00    2.46    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      18      18  3222.6  1.6335 34.6785   157.5  1.3920 34.6793   159.9  131.50   34.72    0.00    2.44    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      17      17  3425.3  1.5679 34.6822   166.3  1.3077 34.6819   166.3  129.84   34.38    0.00    2.41    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      16      16  3627.8  1.5056 34.6860   170.6  1.2261 34.6882   172.1  127.98   33.94    0.00    2.38    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      15      15  3729.7  1.4801 34.6877   173.1  1.1906 34.6888   174.7  127.14   33.79    0.00    2.37    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      14      14  3830.9  1.4608 34.6894   176.5  1.1612 34.6897   176.6  126.51   33.64    0.00    2.36    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      13      13  3933.1  1.4364 34.6909   178.3  1.1265 34.6907   178.5  126.09   33.54    0.00    2.35    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      12      12  4036.3  1.4288 34.6917   178.5  1.1080 34.6905   179.3  126.47   33.39    0.00    2.34    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      11      11  4138.1  1.4055 34.6932   178.7  1.0741 34.6931   180.9  126.65   33.34    0.00    2.34    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1      10      10  4240.7  1.3883 34.6951   183.0  1.0460 34.6948   182.7  125.82   33.09    0.00    2.34    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1       9       9  4343.1  1.3668 34.6963   185.4  1.0137 34.6968   185.6  124.38   32.89    0.00    2.32    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1       8       8  4445.8  1.3469 34.6976   187.5  0.9828 34.6978   187.8  123.35   32.75    0.00    2.31    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      25       1       7       7  4548.7  1.3136 34.7001   191.1  0.9388 34.6997   191.5  122.52   32.50    0.00    2.29    -9.0    -9.0 -9.0000   -9.00   0.011  -0.007 22222222299932 22222222299932
      25       1       6       6  4650.3  1.2886 34.7018   193.7  0.9028 34.7021   193.4  121.90   32.35    0.00    2.28    -9.0    -9.0 -9.0000   -9.00   0.006  -0.004 22222222299922 22222222299922
