EXPOCODE 3250031_1   WHP-ID P31     CRUISE DATES 012594 TO 021994         20020814WHPOSIODM                                                                                                          *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  TCARBN  ALKALI      PH  PHTEMP  CFC-11  CFC-12         QUALT1         QUALT2
                                    DBAR  ITS-90  PSS-78 UMOL/KG   DEG C  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG           DEG C PMOL/KG PMOL/KG                             *
                         *******                 ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* *******         ******* *******                             *
      50       1      12      12  3631.7  1.5241 34.6845   163.1  1.2437 34.6849   162.3  134.43   34.89    0.00    2.43  2306.7    -9.0  7.5869   25.00  -9.000  -9.000 22222222229299 22222222229299
      50       1      11      11  3736.1  1.4957 34.6864   166.2  1.2052 34.6861   164.7  134.04   34.75    0.00    2.42    -9.0  2407.0  7.5893   25.00  -9.000  -9.000 22222222292299 22222222292299
      50       1      10      10  3839.2  1.4671 34.6887   169.0  1.1664 34.6875   167.0  133.45   34.61    0.00    2.41  2305.2    -9.0  7.5941   25.00  -9.000  -9.000 22222222229299 22222222229299
      50       1       9       9  3930.5  1.4396 34.6904   169.7  1.1299 34.6898   169.7  132.86   34.41    0.00    2.39  2302.6  2402.5  7.5970   25.00  -9.000  -9.000 22222222222299 22222222222299
      50       1       8       8  4002.6  1.4328 34.6914   173.0  1.1155 34.6892   170.8  132.27   34.32    0.00    2.39  2298.8    -9.0  7.5967   25.00  -9.000  -9.000 22222222229299 22222222229299
      50       1       7       7  4076.1  1.4226 34.6925   173.2  1.0976 34.6912   172.6  131.27   34.18    0.00    2.38  2297.2  2399.5  7.5973   25.00   0.000  -0.002 22222222222222 22222222222222
      50       1       6       6  4148.9  1.3595 34.6956   177.7  1.0283 34.6963   178.4  128.87   33.74    0.00    2.35  2288.7    -9.0  7.6008   25.00   0.009   0.021 22222222229223 22222222229223
      50       1       5       5  4222.8  1.3466 34.6959   178.9  1.0076 34.6965   180.3  128.69   33.65    0.00    2.34    -9.0  2392.5  7.6019   25.00   0.003   0.000 22222222292222 22222222292222
      50       1       4       4  4295.7  1.3198 34.6976   183.5  0.9735 34.6971   183.2  127.90   33.50    0.00    2.33  2286.8    -9.0  7.6041   25.00   0.001  -0.002 22222222229222 22222222229222
      50       1       3       3  4366.5  1.2098 34.7013   190.4  0.8588 34.7014   191.6  124.92   32.91    0.00    2.29  2276.9  2381.8  7.6070   25.00   0.016  -0.001 22222222222242 22222222222242
      50       1       2       2  4460.6  1.1052 34.7055   198.7  0.7468 34.7062   199.9  122.16   32.33    0.00    2.24  2267.0    -9.0  7.6102   25.00   0.000  -0.002 22222222229222 22222222229222
      50       1       1       1  4533.0  1.0601 34.7074   202.4  0.6950 34.7068   203.3  121.19   32.09    0.00    2.23  2261.3  2368.7  7.8375   25.00   0.004   0.000 22222222222422 22222222222422
      51       1      36      36     6.5 29.9694 34.3760   184.6 29.9678 34.3778   193.4    1.38    0.00    0.00    0.16    -9.0    -9.0 -9.0000   -9.00   1.535   0.840 22222222299922 22222222299922
      51       1      35      35    13.2 29.9688 34.3750   190.6 29.9655 34.3737   193.5    1.37    0.00    0.00    0.17    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1      34      34    57.4 29.9710 34.5130   190.8 29.9568 34.5412   195.7    1.36    0.00    0.00    0.18    -9.0    -9.0 -9.0000   -9.00   1.539   0.835 22222222299922 22222222299922
      51       1      33      33   107.9 27.1176 35.9479   158.9 27.0926 35.9509   154.2    2.25    3.95    0.67    0.61    -9.0    -9.0 -9.0000   -9.00   1.628   0.865 22222222299922 22222222299922
      51       1      32      32   227.7 18.6362 35.6127   131.4 18.5960 35.6086   127.8    5.12   11.24    0.01    1.04    -9.0    -9.0 -9.0000   -9.00   1.610   0.822 22222222299922 22222222299922
      51       1      31      31   348.5 11.6329 34.8465    90.4 11.5882 34.8356    92.9   17.88   24.31    0.00    1.85    -9.0    -9.0 -9.0000   -9.00   0.416   0.214 22222222299922 22222222299922
      51       1      30      30   468.6  8.3446 34.6089   118.5  8.2955 34.6115   115.7   27.40   29.29    0.00    2.07    -9.0    -9.0 -9.0000   -9.00   0.120   0.063 22222222299922 22222222299922
      51       1      29      29   589.7  6.6651 34.5338   114.4  6.6103 34.5322   117.9   39.81   33.13    0.00    2.30    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1      27      27   710.8  5.7738 34.5178   112.0  5.7119 34.5175   104.2   51.87   36.26    0.00    2.52    -9.0    -9.0 -9.0000   -9.00   0.013   0.004 22222222299922 22222222299922
      51       1      28      28   710.9  5.7775 34.5178   112.0  5.7155 34.5171   103.6   51.69   36.36    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1      26      26   811.8  5.1941 34.5100   113.9  5.1263 34.5098   116.1   58.54   35.92    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1      25      25  1013.0  4.4049 34.5233   117.8  4.3250 34.5230   117.8   73.22   36.81    0.00    2.57    -9.0    -9.0 -9.0000   -9.00   0.005   0.005 22222222299922 22222222299922
      51       1      24      24  1264.1  3.5237 34.5555   125.2  3.4300 34.5544   125.0   91.21   36.92    0.00    2.58    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1      23      23  1518.0  2.8816 34.5868   134.3  2.7736 34.5837   133.5  103.56   36.47    0.00    2.55    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22232222299999 22232222299999
      51       1      22      22  1768.6  2.4265 34.6166   138.5  2.3034 34.6155   137.7  114.83   36.27    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1      21      21  2023.9  2.1056 34.6404   135.2  1.9655 34.6395   138.5  125.21   36.37    0.00    2.53    -9.0    -9.0 -9.0000   -9.00   0.001  -0.002 22222222299922 22222222299922
      51       1      20      20  2279.8  1.9233 34.6543   141.5  1.7640 34.6543   140.1  130.61   36.23    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1      19      19  2533.6  1.8231 34.6632   143.2  1.6430 34.6627   142.4  134.06   36.13    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1      18      18  2782.5  1.7266 34.6700   148.3  1.5255 34.6702   147.3  134.87   35.83    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -0.001   0.001 22222222299922 22222222299922
      51       1      17      17  3031.5  1.6375 34.6760   154.3  1.4146 34.6738   152.8  134.86   35.54    0.00    2.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22232222299999 22232222299999
      51       1      16      16  3243.3  1.5909 34.6796   155.5  1.3484 34.6787   156.1  134.85   35.29    0.00    2.45    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1      15      15  3451.3  1.5475 34.6830   160.5  1.2851 34.6807   159.9  134.64   35.10    0.00    2.44    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22232222299999 22232222299999
      51       1      14      14  3553.4  1.5347 34.6841   162.0  1.2622 34.6844   161.5  135.04   35.05    0.00    2.42    -9.0    -9.0 -9.0000   -9.00   0.009   0.005 22222222299932 22222222299932
      51       1      13      13  3655.2  1.5138 34.6853   163.7  1.2313 34.6860   162.9  135.65   34.95    0.00    2.42    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1      12      12  3754.0  1.4844 34.6871   165.2  1.1923 34.6878   165.2  134.83   34.76    0.00    2.42    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1      11      11  3856.4  1.4644 34.6887   168.5  1.1620 34.6856   167.2  134.00   34.61    0.00    2.40    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22232222299999 22232222299999
      51       1      10      10  3956.9  1.4485 34.6899   169.6  1.1357 34.6870   168.9  133.59   34.46    0.00    2.40    -9.0    -9.0 -9.0000   -9.00   0.012   0.008 22232222299922 22232222299922
      51       1       9       9  4057.6  1.4095 34.6928   174.6  1.0868 34.6892   173.3  131.75   34.12    0.00    2.37    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22232222299999 22232222299999
      51       1       8       8  4157.7  1.3480 34.6959   179.9  1.0161 34.6957   180.1  128.71   33.63    0.00    2.33    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1       7       7  4256.5  1.3146 34.6978   183.6  0.9728 34.6973   183.5  126.31   33.43    0.00    2.31    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      51       1       6       6  4328.5  1.2646 34.6999   187.5  0.9162 34.6990   187.8  125.90   33.04    0.00    2.30    -9.0    -9.0 -9.0000   -9.00   0.003  -0.002 22222222299922 22222222299922
      51       1       5       5  4399.5  1.2303 34.7018   190.8  0.8750 34.7004   192.2  124.11   32.79    0.00    2.28    -9.0    -9.0 -9.0000   -9.00   0.005   0.004 22222222299922 22222222299922
      51       1       4       4  4465.3  1.1171 34.7055   198.2  0.7578 34.7032   199.7  121.53   32.35    0.00    2.24    -9.0    -9.0 -9.0000   -9.00   0.004  -0.001 22232222299922 22232222299922
      51       1       3       3  4532.8  1.0650 34.7073   203.3  0.6997 34.7052   203.8  120.54   32.06    0.00    2.22    -9.0    -9.0 -9.0000   -9.00   0.001  -0.004 22232222299922 22232222299922
      51       1       2       2  4643.7  1.0547 34.7077   205.4  0.6771 34.7054   204.7  120.53   31.96    0.00    2.22    -9.0    -9.0 -9.0000   -9.00   0.010  -0.001 22232222299942 22232222299942
      51       1       1       1  4700.6  1.0585 34.7078   205.5  0.6743 34.7058   204.9  120.33   31.96    0.00    2.22    -9.0    -9.0 -9.0000   -9.00   0.010   0.011 22232222299933 22232222299933
      52       1      36      36     2.3 29.8933 34.2443   196.4 29.8927 34.2440   193.6    1.14    0.00    0.00    0.17    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      35      35    16.9 29.9154 34.2563   183.0 29.9112 34.2550   196.8    1.30    0.00    0.00    0.17    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      34      34    54.5 29.9494 34.6620   200.8 29.9359 34.6631   196.7    1.29    0.00    0.00    0.19    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      33      33   103.7 27.3861 35.8424   162.9 27.3620 35.8400   157.2    2.17    3.94    0.62    0.60    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      32      32   206.9 20.6137 35.8677   141.3 20.5744 35.8542   136.9    3.23    9.08    0.02    0.89    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      31      31   307.0 13.5656 35.0274    97.8 13.5220 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 92299999999999 92299999999999
      52       1      30      30   407.2  9.7087 34.7029   109.1  9.6620 34.7013   103.6   23.00   27.56    0.00    1.99    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      29      29   508.6  7.4486 34.5579   137.2  7.3985 34.5551   136.6   30.54   29.71    0.00    2.07    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      28      28   607.9  6.5345 34.5275   121.8  6.4785 34.5258   122.4   40.08   33.01    0.00    2.29    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      27      27   810.3  5.2487 34.5086   116.8  5.1808 34.5091   117.2   57.57   35.88    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      26      26  1012.2  4.3644 34.5251   115.5  4.2849 34.5237   118.6   73.18   36.73    0.00    2.56    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      25      25  1265.1  3.4558 34.5577   125.9  3.3628 34.5567   126.5   91.39   36.73    0.00    2.56    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      24      24  1518.6  2.7882 34.5918   135.9  2.6812 34.5908   134.7  104.90   36.39    0.00    2.55    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      23      23  1771.7  2.3910 34.6215   137.3  2.2681 34.6211   134.4  117.40   36.54    0.00    2.55    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22224222299999 22224222299999
      52       1      22      22  2025.9  2.1201 34.6405   137.6  1.9796 34.6421   136.1  125.48   36.45    0.00    2.55    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      21      21  2279.5  1.9576 34.6522   140.1  1.7978 34.6519   140.1  129.50   36.36    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      20      20  2534.6  1.8453 34.6622   140.2  1.6648 34.6625   141.4  133.16   36.41    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      19      19  2788.8  1.7431 34.6694   146.0  1.5411 34.6702   146.7  136.04   36.07    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      18      18  3043.7  1.6641 34.6750   152.0  1.4395 34.6743   151.7  135.85   35.73    0.00    2.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      17      17  3247.7  1.6032 34.6786   155.5  1.3600 34.6792   155.9  135.45   35.38    0.00    2.45    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      16      16  3451.6  1.5707 34.6814   160.1  1.3078 34.6816   158.9  135.05   35.24    0.00    2.44    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      15      15  3553.5  1.5489 34.6837   161.5  1.2760 34.6834   160.4  134.66   35.15    0.00    2.42    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      14      14  3656.2  1.5250 34.6847   161.9  1.2420 34.6844   162.7  134.26   34.96    0.00    2.42    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      13      13  3758.3  1.4944 34.6870   165.5  1.2015 34.6867   164.9  133.86   34.76    0.00    2.40    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      12      12  3860.7  1.4638 34.6888   168.8  1.1609 34.6881   167.0  133.67   34.72    0.00    2.39    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      11      11  3962.9  1.4251 34.6912   171.2  1.1123 34.6903   170.2  133.28   34.57    0.00    2.38    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1      10      10  4065.4  1.3916 34.6933   174.7  1.0686 34.6924   174.3  132.68   34.33    0.00    2.35    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1       9       9  4143.0  1.3795 34.6944   176.9  1.0483 34.6940   176.3  131.67   34.14    0.00    2.34    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1       8       8  4219.4  1.3589 34.6979   179.7  1.0199 34.6964   179.7  128.85   33.80    0.00    2.33    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      52       1       7       7  4296.7  1.2766 34.7001   186.0  0.9314 34.7001   187.1  126.06   33.31    0.00    2.29    -9.0    -9.0 -9.0000   -9.00  -0.002  -0.004 22222222299922 22222222299922
      52       1       6       6  4371.8  1.1828 34.7056   193.9  0.8321 34.7056   196.4  121.70   32.52    0.00    2.23    -9.0    -9.0 -9.0000   -9.00   0.003   0.003 22222222299922 22222222299922
      52       1       5       5  4450.3  1.1297 34.7066   197.8  0.7717 34.7054   199.8  121.51   32.38    0.00    2.22    -9.0    -9.0 -9.0000   -9.00   0.003  -0.001 22222222299922 22222222299922
      52       1       4       4  4526.8  1.1036 34.7071   201.5  0.7378 34.7066   201.8  121.13   32.24    0.00    2.21    -9.0    -9.0 -9.0000   -9.00   0.000  -0.003 22222222299922 22222222299922
      52       1       3       3  4603.8  1.0688 34.7079   203.6  0.6953 34.7068   204.3  120.55   32.14    0.00    2.20    -9.0    -9.0 -9.0000   -9.00  -0.009  -0.005 22222222299944 22222222299944
      52       1       2       2  4680.6  1.0447 34.7083   207.7  0.6632 34.7073   205.4  121.15   32.15    0.00    2.20    -9.0    -9.0 -9.0000   -9.00   0.002  -0.004 22222222299922 22222222299922
      52       1       1       1  4732.4  1.0484 34.7082   205.4  0.6608 34.7075   203.0  121.36   32.10    0.00    2.20    -9.0    -9.0 -9.0000   -9.00   0.007   0.006 22223222299922 22223222299922
      53       1      36      36     2.2 29.8003 34.0567   191.0 29.7998 34.0580   193.8    1.60    0.00    0.00    0.16    -9.0    -9.0 -9.0000   -9.00   1.530   0.837 22222222299922 22222222299922
      53       1      35      35    17.7 29.8024 34.0601   195.2 29.7981 34.1087   193.7    1.58    0.01    0.00    0.16    -9.0    -9.0 -9.0000   -9.00   1.562   0.852 22222222299932 22222222299932
      53       1      34      34    57.0 29.8996 34.6287   186.7 29.8855 34.5528   195.9    1.55    0.00    0.00    0.18    -9.0    -9.0 -9.0000   -9.00   1.535   0.841 22222222299922 22222222299922
      53       1      33      33   108.0 26.5047 36.0129   160.4 26.4802 36.0416   143.9    2.43    4.99    1.10    0.69    -9.0    -9.0 -9.0000   -9.00   1.674   0.885 22222222299922 22222222299922
      53       1      32      32   207.9 19.2215 35.6839   134.4 19.1840 35.6957   128.7    4.75   10.77    0.01    1.01    -9.0    -9.0 -9.0000   -9.00   1.638   0.826 22222222299922 22222222299922
      53       1      31      31   308.9 13.2869 35.0032    89.8 13.2436 35.0012    89.7   14.30   21.47    0.00    1.70    -9.0    -9.0 -9.0000   -9.00   0.724   0.340 22222222299922 22222222299922
      53       1      30      30   509.9  7.4648 34.5591   134.9  7.4146 34.5563   136.5   31.10   29.76    0.00    2.06    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      29      29   761.5  5.5358 34.5095   112.6  5.4705 34.5104   114.9   54.26   35.82    0.00    2.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      28      28  1011.7  4.2843 34.5261   118.9  4.2054 34.5257   118.9   76.11   36.87    0.00    2.57    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      27      27  1266.3  3.3970 34.5595   129.6  3.3044 34.5599   127.6   93.47   36.72    0.00    2.56    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      26      26  1518.7  2.7807 34.5918   136.4  2.6738 34.5919   135.8  106.08   36.33    0.00    2.54    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      25      25  1772.1  2.3980 34.6180   138.5  2.2750 34.6189   137.7  116.66   36.39    0.00    2.54    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      24      24  2026.4  2.1351 34.6383   138.7  1.9944 34.6389   138.3  125.30   36.44    0.00    2.54    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      23      23  2280.3  1.9314 34.6542   140.3  1.7719 34.6531   139.0  133.13   36.55    0.00    2.54    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      22      22  2534.8  1.8263 34.6624   142.4  1.6460 34.6633   142.9  135.76   36.31    0.00    2.53    -9.0    -9.0 -9.0000   -9.00   0.002  -0.005 22222222299922 22222222299922
      53       1      21      21  2789.1  1.7495 34.6685   145.4  1.5473 34.6688   146.7  136.76   36.12    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      20      20  3045.1  1.6710 34.6741   151.6  1.4461 34.6751   151.8  135.90   35.73    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      19      19  3248.4  1.6143 34.6781   155.7  1.3707 34.6789   155.1  135.87   35.53    0.00    2.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      18      18  3453.7  1.5612 34.6818   159.2  1.2983 34.6830   159.4  135.42   35.29    0.00    2.44    -9.0    -9.0 -9.0000   -9.00   0.011   0.007 22222222299922 22222222299922
      53       1      17      17  3657.7  1.5296 34.6839   162.6  1.2464 34.6850   162.5  134.77   35.00    0.00    2.43    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      16      16  3862.6  1.4853 34.6875   166.9  1.1816 34.6877   167.1  135.15   34.86    0.00    2.41    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      15      15  3964.7  1.4546 34.6893   167.8  1.1408 34.6895   169.3  134.50   34.77    0.00    2.40    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      14      14  4041.7  1.4323 34.6909   170.8  1.1108 34.6976   181.9  129.18   33.69    0.00    2.33    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 32244444499999 32244444499999
      53       1      13      13  4117.7  1.3983 34.6934   173.2  1.0693 34.6950   176.2  131.17   34.14    0.00    2.36    -9.0    -9.0 -9.0000   -9.00   0.013   0.001 22222222299932 22222222299932
      53       1      12      12  4195.0  1.3608 34.6967   179.9  1.0244 34.6980   181.4  127.91   33.55    0.00    2.33    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      11      11  4271.1  1.2930 34.6991   185.5  0.9502 34.7000   186.8  126.07   33.31    0.00    2.31    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222299999 22222222299999
      53       1      10      10  4348.3  1.2184 34.7049   194.8  0.8692 34.7047   195.4  121.87   32.72    0.00    2.26    -9.0    -9.0 -9.0000   -9.00   0.004   0.006 22222322299922 22222322299922
      53       1       9       9  4424.8  1.1475 34.7054   199.1  0.7918 34.7045   198.7  122.83   32.63    0.00    2.25    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222322299999 22222322299999
      53       1       8       8  4501.4  1.1108 34.7061   202.4  0.7476 34.7053   200.9  122.79   32.49    0.00    2.24    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222322299999 22222322299999
      53       1       7       7  4579.4  1.0662 34.7073   203.8  0.6956 34.7077   204.2  121.97   32.25    0.00    2.22    -9.0    -9.0 -9.0000   -9.00   0.005  -0.003 22222222299922 22222222299922
      53       1       6       6  4681.8  1.0585 34.7076   206.3  0.6764 34.7083   205.4  120.95   32.06    0.00    2.22    -9.0    -9.0 -9.0000   -9.00   0.002  -0.002 22222222299922 22222222299922
      53       1       5       5  4835.8  1.0645 34.7072   205.7  0.6643 34.7083   206.0  120.72   32.12    0.00    2.22    -9.0    -9.0 -9.0000   -9.00   0.006   0.005 22222222299922 22222222299922
      53       1       4       4  4989.7  1.0752 34.7072   205.3  0.6565 34.7075   206.3  120.89   32.12    0.00    2.22    -9.0    -9.0 -9.0000   -9.00   0.012   0.004 22222222299922 22222222299922
      53       1       3       3  5165.3  1.0929 34.7073   206.6  0.6524 34.7073   206.4  121.45   32.08    0.00    2.21    -9.0    -9.0 -9.0000   -9.00   0.004   0.001 22222222299922 22222222299922
      53       1       2       2  5268.0  1.1054 34.7074   204.7  0.6519 34.7073   206.3  122.21   32.18    0.00    2.22    -9.0    -9.0 -9.0000   -9.00   0.008  -0.002 22222222299932 22222222299932
      53       1       1       1  5339.2  1.1144 34.7073   208.4  0.6518 34.7081   205.9  121.98   32.19    0.00    2.22    -9.0    -9.0 -9.0000   -9.00   0.006  -0.001 22222222299966 22222222299966
      54       1      36      36     4.2 29.6993 34.1306   178.4 29.6982 34.1309   193.6    1.71    0.02    0.00    0.17  1882.6  2245.1  8.1572   25.00  -9.000  -9.000 22322222222299 22322222222299
      54       1      35      35    17.6 29.7489 34.1598   189.4 29.7446 34.1607   193.1    1.70    0.02    0.00    0.18  1886.7  2245.9 -9.0000   -9.00  -9.000  -9.000 22322222222999 22322222222999
      54       1      34      34    57.1 29.9052 34.3095   187.3 29.8911 34.2897   193.6    1.51    0.07    0.00    0.18  1927.3  2256.4  8.1470   25.00  -9.000  -9.000 22322222222299 22322222222299
      54       1      33      33   106.0 28.2043 35.6808   175.9 28.1791 35.6857   172.7    2.22    2.71    0.26    0.49  2029.2  2346.8 -9.0000   -9.00  -9.000  -9.000 22222222222999 22222222222999
      54       1      32      32   206.2 20.9692 35.9084   140.9 20.9295 35.9036   136.5    3.47    9.01    0.01    0.89  2120.5  2364.6  7.9179   25.00  -9.000  -9.000 22222222222299 22222222222299
      54       1      31      31   306.6 14.0617 35.0830    89.8 14.0171 35.0797    91.1   13.19   20.32    0.01    1.63  2176.8  2316.5  7.7024   25.00  -9.000  -9.000 22222222222299 22222222222299
      54       1      30      30   507.8  7.7990 34.5769   136.2  7.7476 34.5772   133.8   29.22   29.26    0.00    2.03  2198.1  2302.7  7.6167   25.00  -9.000  -9.000 22222222222299 22222222222299
      54       1      29      29   760.3  5.5801 34.5090   117.1  5.5147 34.5095   118.8   53.05   35.38    0.00    2.44  2241.8  2321.0  7.5426   25.00  -9.000  -9.000 22222222222299 22222222222299
      54       1      28      28  1012.4  4.4078 34.5225   118.2  4.3279 34.5232   118.1   73.75   36.92    0.00    2.56  2267.0    -9.0  7.5251   25.00  -9.000  -9.000 22222222229299 22222222229299
      54       1      27      27  1263.7  3.5060 34.5550   127.9  3.4126 34.5542   127.7   91.24   36.77    0.00    2.56  2285.0  2361.2  7.5354   25.00  -9.000  -9.000 22222222222299 22222222222299
      54       1      26      26  1517.5  2.7829 34.5925   135.8  2.6761 34.5910   135.4  105.89   36.37    0.00    2.53  2296.3    -9.0  7.5464   25.00  -9.000  -9.000 22222222229299 22222222229299
      54       1      25      25  1770.6  2.3766 34.6210   136.4  2.2539 34.6208   136.3  118.42   36.51    0.00    2.54  2309.9    -9.0  7.5513   25.00  -9.000  -9.000 22222222229299 22222222229299
      54       1      24      24  2024.2  2.1469 34.6393   135.3  2.0062 34.6379   136.0  126.32   36.71    0.00    2.56  2319.0    -9.0  7.5507   25.00  -9.000  -9.000 22222222229299 22222222229299
      54       1      23      23  2278.8  1.9594 34.6528   138.4  1.7996 34.6519   138.3  131.76   36.71    0.00    2.55  2323.9  2409.1  7.5518   25.00  -9.000  -9.000 22222222222299 22222222222299
      54       1      22      22  2532.0  1.8041 34.6648   144.8  1.6245 34.6654   143.3  135.23   36.41    0.00    2.52  2323.4    -9.0  7.5652   25.00  -9.000  -9.000 22222222229299 22222222229299
      54       1      21      21  2786.8  1.7225 34.6705   148.6  1.5211 34.6709   148.3  136.25   36.11    0.00    2.50  2320.1  2412.8  7.5684   25.00  -9.000  -9.000 22222222222299 22222222222299
